"codigoestacion","codigosensor","fechaobservacion","valorobservado","nombreestacion","departamento","municipio","zonahidrografica","latitud","longitud","descripcionsensor","unidadmedida"
"0016055501","0103","2023-07-29T01:20:00.000","2.629074","GABRIEL MARIA  - AUT","NORTE DE SANTANDER","CONVENCIÓN","CATATUMBO","8.412497222","-73.33944167","Velocidad Viento (10 min)","m/s"
"0026125508","0103","2023-07-29T20:50:00.000","1.037657","LACATALINA  - AUT","RISARALDA","PEREIRA","CAUCA","4.7475","-75.73805556","Velocidad Viento (10 min)","m/s"
"0024015501","0103","2023-07-29T11:00:00.000","2.591204","BERTHA  - AUT","BOYACÁ","MONIQUIRÁ","SOGAMOSO","5.882777778","-73.57333056","Velocidad Viento (10 min)","m/s"
"0026135503","0103","2023-07-29T17:50:00.000","0","NARANJAL  - AUT","CALDAS","CHINCHINA","CAUCA","4.971944444","-75.65221944","Velocidad Viento (10 min)","m/s"
"0052055501","0103","2023-07-29T19:15:00.000","0.2254433","OSPINA PEREZ  - AUT","NARIÑO","CONSACÁ","PATÍA","1.254722222","-77.48777778","Velocidad Viento (10 min)","m/s"
"0052050080","0103","2023-07-29T21:20:00.000","1.2","TANGUA","NARIÑO","TANGUA","PATÍA","1.094","-77.392","Velocidad Viento (10 min)","m/s"
"0052050080","0103","2023-07-29T19:30:00.000","2.5","TANGUA","NARIÑO","TANGUA","PATÍA","1.094","-77.392","Velocidad Viento (10 min)","m/s"
"0022055020","0103","2023-07-29T23:30:00.000","0.5","MESA DE POLE","TOLIMA","ATACO","SALDAÑA","3.456","-75.536","Velocidad Viento (10 min)","m/s"
"0026065501","0103","2023-07-29T00:05:00.000","0.1881538","JAMUNDI  - AUT","VALLE DEL CAUCA","JAMUNDÍ","CAUCA","3.215580556","-76.68021944","Velocidad Viento (10 min)","m/s"
"0021255501","0103","2023-07-29T18:30:00.000","1.232982","LA TRINIDAD  - AUT","TOLIMA","LÍBANO","ALTO MAGDALENA","4.895","-75.04","Velocidad Viento (10 min)","m/s"
"0026145504","0103","2023-07-29T19:20:00.000","0.3038275","OSPIRMA  - AUT","RISARALDA","GUÁTICA","CAUCA","5.325552778","-75.812775","Velocidad Viento (10 min)","m/s"
"0026145501","0103","2023-07-29T02:00:00.000","0","APIA  - AUT","RISARALDA","APÍA","CAUCA","5.105055556","-75.93305556","Velocidad Viento (10 min)","m/s"
"0026135503","0103","2023-07-29T00:00:00.000","0","NARANJAL  - AUT","CALDAS","CHINCHINA","CAUCA","4.971944444","-75.65221944","Velocidad Viento (10 min)","m/s"
"0052055230","0103","2023-07-29T07:40:00.000","1.6","AEROPUERTO SAN LUIS - AUT","NARIÑO","ALDANA","PATÍA","0.857","-77.678","Velocidad Viento (10 min)","m/s"
"0021205502","0103","2023-07-29T14:20:00.000","1.686019","MISIONES  - AUT","CUNDINAMARCA","EL COLEGIO","ALTO MAGDALENA","4.544997222","-74.44055556","Velocidad Viento (10 min)","m/s"
"0022070030","0103","2023-07-29T21:40:00.000","1.4","SANTA HELENA","TOLIMA","RONCESVALLES","SALDAÑA","4.125","-75.5","Velocidad Viento (10 min)","m/s"
"0026125506","0103","2023-07-29T20:00:00.000","0.4268785","EL AGRADO  - AUT","QUINDÍO","MONTENEGRO","CAUCA","4.518333333","-75.7925","Velocidad Viento (10 min)","m/s"
"0026125502","0103","2023-07-29T21:55:00.000","0.885784","CAICEDONIA  - AUT","VALLE DEL CAUCA","CAICEDONIA","CAUCA","4.297558333","-75.86396111","Velocidad Viento (10 min)","m/s"
"0021065040","0103","2023-07-29T17:50:00.000","0.2","ZULUAGA","HUILA","GARZÓN","ALTO MAGDALENA","2.252","-75.529","Velocidad Viento (10 min)","m/s"
"0026155503","0103","2023-07-29T06:20:00.000","0","PLANALTO  - AUT","CALDAS","MANIZALES","CAUCA","4.989722222","-75.58971944","Velocidad Viento (10 min)","m/s"
"0023065120","0103","2023-07-29T20:20:00.000","1.1","CABRERA LA","CUNDINAMARCA","PACHO","MEDIO MAGDALENA","5.142","-74.139","Velocidad Viento (10 min)","m/s"
"0022025501","0103","2023-07-29T16:15:00.000","1.000798","ATACO  - AUT","TOLIMA","ATACO","SALDAÑA","3.416666667","-75.63305556","Velocidad Viento (10 min)","m/s"
"0035235010","0103","2023-07-29T23:40:00.000","2.8","CARDON EL","BOYACÁ","SOCOTÁ","META","6.012","-72.529","Velocidad Viento (10 min)","m/s"
"0011175000","0103","2023-07-29T09:10:00.000","2.3","PR CHOCO: ATRATO","CHOCÓ","EL ATRATO","ATRATO - DARIÉN","5.529","-76.634","Velocidad Viento (10 min)","m/s"
"0023025040","0103","2023-07-29T17:40:00.000","2.6","ALBANIA","TOLIMA","MARIQUITA","MEDIO MAGDALENA","5.286","-74.903","Velocidad Viento (10 min)","m/s"
"0022045502","0103","2023-07-29T16:20:00.000","1.661499","EL RUBY  - AUT","TOLIMA","PLANADAS","SALDAÑA","3.95","-75.66666667","Velocidad Viento (10 min)","m/s"
"0021205670","0103","2023-07-29T05:40:00.000","0.4","FLORIDA LA","CUNDINAMARCA","ANOLAIMA","ALTO MAGDALENA","4.771","-74.438","Velocidad Viento (10 min)","m/s"
"0026135502","0103","2023-07-29T23:05:00.000","1.042086","EL JAZMIN  - AUT","RISARALDA","SANTA ROSA DE CABAL","CAUCA","4.911944444","-75.62416389","Velocidad Viento (10 min)","m/s"
"0026075501","0103","2023-07-29T05:00:00.000","0","FLORIDA  - AUT","VALLE DEL CAUCA","FLORIDA","CAUCA","3.291469444","-76.17735833","Velocidad Viento (10 min)","m/s"
"2201500047","0103","2023-07-29T09:40:00.000","0.7","HERRERA - AUT","TOLIMA","PLANADAS","SALDAÑA","3.284138889","-75.80245","Velocidad Viento (10 min)","m/s"
"0026125502","0103","2023-07-29T15:40:00.000","2.245057","CAICEDONIA  - AUT","VALLE DEL CAUCA","CAICEDONIA","CAUCA","4.297558333","-75.86396111","Velocidad Viento (10 min)","m/s"
"0021050060","0103","2023-07-29T05:50:00.000","0.6","ARGENTINA LA","HUILA","LA ARGENTINA","ALTO MAGDALENA","2.199","-75.972","Velocidad Viento (10 min)","m/s"
"0023025502","0103","2023-07-29T22:00:00.000","2.176833","ALMACAFE LETRAS  - AUT","CALDAS","MANIZALES","MEDIO MAGDALENA","5.044997222","-75.33221944","Velocidad Viento (10 min)","m/s"
"0016015502","0103","2023-07-29T23:10:00.000","0","BLONAY  - AUT","NORTE DE SANTANDER","CHINÁCOTA","CATATUMBO","7.564997222","-72.62110833","Velocidad Viento (10 min)","m/s"
"0023025040","0103","2023-07-29T18:20:00.000","2.2","ALBANIA","TOLIMA","MARIQUITA","MEDIO MAGDALENA","5.286","-74.903","Velocidad Viento (10 min)","m/s"
"0052055230","0103","2023-07-29T08:10:00.000","1.8","AEROPUERTO SAN LUIS - AUT","NARIÑO","ALDANA","PATÍA","0.857","-77.678","Velocidad Viento (10 min)","m/s"
"0026125502","0103","2023-07-29T06:40:00.000","0","CAICEDONIA  - AUT","VALLE DEL CAUCA","CAICEDONIA","CAUCA","4.297558333","-75.86396111","Velocidad Viento (10 min)","m/s"
"0021105050","0103","2023-07-29T09:20:00.000","6.3","ROSALES LOS","HUILA","CAMPOALEGRE","ALTO MAGDALENA","2.603","-75.418","Velocidad Viento (10 min)","m/s"
"0022045502","0103","2023-07-29T21:05:00.000","1.006134","EL RUBY  - AUT","TOLIMA","PLANADAS","SALDAÑA","3.95","-75.66666667","Velocidad Viento (10 min)","m/s"
"0021215501","0103","2023-07-29T04:15:00.000","0.01696352","ESPERANZA LA  - AUT","TOLIMA","IBAGUÉ","ALTO MAGDALENA","4.45","-75.25","Velocidad Viento (10 min)","m/s"
"0026155502","0103","2023-07-29T03:00:00.000","0","CENICAFE  - AUT","CALDAS","MANIZALES","CAUCA","4.991111111","-75.59749722","Velocidad Viento (10 min)","m/s"
"0021165501","0103","2023-07-29T09:15:00.000","7.834734","DOLORES  - AUT","TOLIMA","DOLORES","ALTO MAGDALENA","3.537155556","-74.82982778","Velocidad Viento (10 min)","m/s"
"0026125508","0103","2023-07-29T10:15:00.000","1.10287","LACATALINA  - AUT","RISARALDA","PEREIRA","CAUCA","4.7475","-75.73805556","Velocidad Viento (10 min)","m/s"
"0016015501","0103","2023-07-29T13:30:00.000","7.9","APTO CAMILO DAZA","NORTE DE SANTANDER","CÚCUTA","CATATUMBO","7.932","-72.511","Velocidad Viento (10 min)","m/s"
"0021165501","0103","2023-07-29T21:10:00.000","6.822484","DOLORES  - AUT","TOLIMA","DOLORES","ALTO MAGDALENA","3.537155556","-74.82982778","Velocidad Viento (10 min)","m/s"
"0026215501","0103","2023-07-29T02:40:00.000","1.558163","CONCORDIA  - AUT","ANTIOQUIA","CONCORDIA","CAUCA","6.042441667","-75.92149722","Velocidad Viento (10 min)","m/s"
"0021205502","0103","2023-07-29T20:40:00.000","1.437911","MISIONES  - AUT","CUNDINAMARCA","EL COLEGIO","ALTO MAGDALENA","4.544997222","-74.44055556","Velocidad Viento (10 min)","m/s"
"0026145501","0103","2023-07-29T08:10:00.000","0","APIA  - AUT","RISARALDA","APÍA","CAUCA","5.105055556","-75.93305556","Velocidad Viento (10 min)","m/s"
"0023065120","0103","2023-07-29T13:50:00.000","1.1","CABRERA LA","CUNDINAMARCA","PACHO","MEDIO MAGDALENA","5.142","-74.139","Velocidad Viento (10 min)","m/s"
"0022045502","0103","2023-07-29T05:50:00.000","0.8042958","EL RUBY  - AUT","TOLIMA","PLANADAS","SALDAÑA","3.95","-75.66666667","Velocidad Viento (10 min)","m/s"
"0021105050","0103","2023-07-29T09:30:00.000","9","ROSALES LOS","HUILA","CAMPOALEGRE","ALTO MAGDALENA","2.603","-75.418","Velocidad Viento (10 min)","m/s"
"0021105040","0103","2023-07-29T16:50:00.000","0.9","POTOSI HACIENDA","HUILA","CAMPOALEGRE","ALTO MAGDALENA","2.697","-75.299","Velocidad Viento (10 min)","m/s"
"0024015503","0103","2023-07-29T03:05:00.000","0","CONFINES  - AUT","SANTANDER","CONFINES","SOGAMOSO","6.373027778","-73.20760833","Velocidad Viento (10 min)","m/s"
"0044055010","0103","2023-07-29T13:20:00.000","3","TRES ESQUINAS","CAQUETA","SOLANO","CAQUETÁ","0.738","-75.236","Velocidad Viento (10 min)","m/s"
"0035020300","0103","2023-07-29T00:10:00.000","0.8","GUTIERREZ","CUNDINAMARCA","GUTIÉRREZ","META","4.254","-74.003","Velocidad Viento (10 min)","m/s"
"0022025501","0103","2023-07-29T20:25:00.000","0.07599285","ATACO  - AUT","TOLIMA","ATACO","SALDAÑA","3.416666667","-75.63305556","Velocidad Viento (10 min)","m/s"
"0026125061","0103","2023-07-29T07:10:00.000","1.2","APTO EL EDEN","QUINDÍO","ARMENIA","CAUCA","4.455","-75.766","Velocidad Viento (10 min)","m/s"
"0011080010","0103","2023-07-29T20:50:00.000","0.8","PR CHOCO: BELLAVISTA","CHOCÓ","BOJAYÁ (BELLAVISTA)","ATRATO - DARIÉN","6.559","-76.885","Velocidad Viento (10 min)","m/s"
"0025025240","0103","2023-07-29T15:10:00.000","2.7","MAJAGUAL","BOLIVAR","ACHÍ","BAJO MAGDALENA- CAUCA -SAN JORGE","8.544","-74.543","Velocidad Viento (10 min)","m/s"
"0052015501","0103","2023-07-29T13:30:00.000","0.8394567","BALBOA  - AUT","CAUCA","BALBOA","PATÍA","2.125191667","-77.19266667","Velocidad Viento (10 min)","m/s"
"0035095130","0103","2023-07-29T00:10:00.000","0.3","LAGUNA DE LA PLAZA","ARAUCA","SARAVENA","CASANARE","6.362","-72.282","Velocidad Viento (10 min)","m/s"
"0026135501","0103","2023-07-29T16:45:00.000","0.4673937","EL PILAMO  - AUT","RISARALDA","PEREIRA","CAUCA","4.868333333","-75.79333333","Velocidad Viento (10 min)","m/s"
"0023025501","0103","2023-07-29T18:45:00.000","1.035361","MANZANARES  - AUT","CALDAS","MANZANARES","MEDIO MAGDALENA","5.163913889","-75.11740833","Velocidad Viento (10 min)","m/s"
"0021035040","0103","2023-07-29T12:30:00.000","3","LIBANO EL","HUILA","SUAZA","ALTO MAGDALENA","1.868","-75.828","Velocidad Viento (10 min)","m/s"
"0026125504","0103","2023-07-29T06:50:00.000","0","PARAGUAICITO  - AUT","QUINDÍO","BUENAVISTA","CAUCA","4.395555556","-75.73416667","Velocidad Viento (10 min)","m/s"
"0026085501","0103","2023-07-29T09:30:00.000","0","LA CELIA  - AUT","RISARALDA","LA CELIA","CAUCA","5.001330556","-75.998","Velocidad Viento (10 min)","m/s"
"0028045501","0103","2023-07-29T07:20:00.000","0","PUEBLO BELLO  - AUT","CESAR","PUEBLO BELLO","CESAR","10.42166667","-73.57471944","Velocidad Viento (10 min)","m/s"
"0026135503","0103","2023-07-29T00:10:00.000","0","NARANJAL  - AUT","CALDAS","CHINCHINA","CAUCA","4.971944444","-75.65221944","Velocidad Viento (10 min)","m/s"
"0022055020","0103","2023-07-29T00:10:00.000","1","MESA DE POLE","TOLIMA","ATACO","SALDAÑA","3.456","-75.536","Velocidad Viento (10 min)","m/s"
"0026125504","0103","2023-07-29T10:20:00.000","0.1687871","PARAGUAICITO  - AUT","QUINDÍO","BUENAVISTA","CAUCA","4.395555556","-75.73416667","Velocidad Viento (10 min)","m/s"
"0026135501","0103","2023-07-29T16:35:00.000","0.2738152","EL PILAMO  - AUT","RISARALDA","PEREIRA","CAUCA","4.868333333","-75.79333333","Velocidad Viento (10 min)","m/s"
"0021215501","0103","2023-07-29T15:10:00.000","1.563073","ESPERANZA LA  - AUT","TOLIMA","IBAGUÉ","ALTO MAGDALENA","4.45","-75.25","Velocidad Viento (10 min)","m/s"
"0021025030","0103","2023-07-29T13:50:00.000","3","ALTAMIRA EL GRIFO","HUILA","ALTAMIRA","ALTO MAGDALENA","2.079","-75.736","Velocidad Viento (10 min)","m/s"
"0035260050","0103","2023-07-29T07:50:00.000","1","VUELTA MALA","VICHADA","LA PRIMAVERA","META","5.561","-70.281","Velocidad Viento (10 min)","m/s"
"0023085501","0103","2023-07-29T18:35:00.000","0","COCORNA  - AUT","ANTIOQUIA","COCORNÁ","MEDIO MAGDALENA","6.061941667","-75.18666667","Velocidad Viento (10 min)","m/s"
"0026155503","0103","2023-07-29T03:45:00.000","0","PLANALTO  - AUT","CALDAS","MANIZALES","CAUCA","4.989722222","-75.58971944","Velocidad Viento (10 min)","m/s"
"0026065502","0103","2023-07-29T17:20:00.000","2.222478","TRINIDAD LA  - AUT","CAUCA","PIENDAMÓ","CAUCA","2.750555556","-76.57916667","Velocidad Viento (10 min)","m/s"
"0026175501","0103","2023-07-29T15:20:00.000","1.538879","RAFAEL ESCOBAR  - AUT","CALDAS","SUPIA","CAUCA","5.45","-75.63305556","Velocidad Viento (10 min)","m/s"
"0011045010","0103","2023-07-29T08:30:00.000","0.4","PR CHOCO: APTO EL CARANO","CHOCO","QUIBDÓ","ATRATO - DARIÉN","5.691","-76.644","Velocidad Viento (10 min)","m/s"
"0026065501","0103","2023-07-29T11:25:00.000","1.562342","JAMUNDI  - AUT","VALLE DEL CAUCA","JAMUNDÍ","CAUCA","3.215580556","-76.68021944","Velocidad Viento (10 min)","m/s"
"0021185501","0103","2023-07-29T11:10:00.000","2.180577","ROVIRA  - AUT","TOLIMA","ROVIRA","ALTO MAGDALENA","4.266666667","-75.28305556","Velocidad Viento (10 min)","m/s"
"0026155502","0103","2023-07-29T02:10:00.000","1.238257","CENICAFE  - AUT","CALDAS","MANIZALES","CAUCA","4.991111111","-75.59749722","Velocidad Viento (10 min)","m/s"
"0022025501","0103","2023-07-29T05:50:00.000","0.4031635","ATACO  - AUT","TOLIMA","ATACO","SALDAÑA","3.416666667","-75.63305556","Velocidad Viento (10 min)","m/s"
"0044055010","0103","2023-07-29T17:30:00.000","2.4","TRES ESQUINAS","CAQUETA","SOLANO","CAQUETÁ","0.738","-75.236","Velocidad Viento (10 min)","m/s"
"0035225030","0103","2023-07-29T07:20:00.000","1.3","PERENCO: MODULOS","CASANARE","OROCUÉ","META","4.91","-71.433","Velocidad Viento (10 min)","m/s"
"0026185501","0103","2023-07-29T17:00:00.000","2.035872","SONSON  - AUT","ANTIOQUIA","SONSÓN","CAUCA","5.677719444","-75.34780556","Velocidad Viento (10 min)","m/s"
"0026135501","0103","2023-07-29T21:55:00.000","0","EL PILAMO  - AUT","RISARALDA","PEREIRA","CAUCA","4.868333333","-75.79333333","Velocidad Viento (10 min)","m/s"
"0023025502","0103","2023-07-29T16:45:00.000","2.763274","ALMACAFE LETRAS  - AUT","CALDAS","MANIZALES","MEDIO MAGDALENA","5.044997222","-75.33221944","Velocidad Viento (10 min)","m/s"
"0035165000","0103","2023-07-29T17:30:00.000","3.6","EL TUNEL","BOYACÁ","CUÍTIVA","META","5.575","-72.941","Velocidad Viento (10 min)","m/s"
"0026075501","0103","2023-07-29T06:10:00.000","0","FLORIDA  - AUT","VALLE DEL CAUCA","FLORIDA","CAUCA","3.291469444","-76.17735833","Velocidad Viento (10 min)","m/s"
"3526500201","0103","2023-07-29T10:20:00.000","0.9","LA PRIMAVERA","VICHADA","LA PRIMAVERA","ORINOCO","5.48088889","-70.42130556","Velocidad Viento (10 min)","m/s"
"0021215501","0103","2023-07-29T04:50:00.000","0.01696352","ESPERANZA LA  - AUT","TOLIMA","IBAGUÉ","ALTO MAGDALENA","4.45","-75.25","Velocidad Viento (10 min)","m/s"
"0021165501","0103","2023-07-29T08:50:00.000","7.103815","DOLORES  - AUT","TOLIMA","DOLORES","ALTO MAGDALENA","3.537155556","-74.82982778","Velocidad Viento (10 min)","m/s"
"0035095130","0103","2023-07-29T00:00:00.000","1.5","LAGUNA DE LA PLAZA","ARAUCA","SARAVENA","CASANARE","6.362","-72.282","Velocidad Viento (10 min)","m/s"
"0032075501","0103","2023-07-29T18:45:00.000","0","LEJANIAS  - AUT","META","LEJANÍAS","GUAVIARE","3.51995","-74.08978611","Velocidad Viento (10 min)","m/s"
"0021035040","0103","2023-07-29T22:40:00.000","0.8","LIBANO EL","HUILA","SUAZA","ALTO MAGDALENA","1.868","-75.828","Velocidad Viento (10 min)","m/s"
"0021050060","0103","2023-07-29T14:40:00.000","1.5","ARGENTINA LA","HUILA","LA ARGENTINA","ALTO MAGDALENA","2.199","-75.972","Velocidad Viento (10 min)","m/s"
"0026065502","0103","2023-07-29T12:10:00.000","2.293412","TRINIDAD LA  - AUT","CAUCA","PIENDAMÓ","CAUCA","2.750555556","-76.57916667","Velocidad Viento (10 min)","m/s"
"0026145501","0103","2023-07-29T03:05:00.000","3.922299","APIA  - AUT","RISARALDA","APÍA","CAUCA","5.105055556","-75.93305556","Velocidad Viento (10 min)","m/s"
"0021115501","0103","2023-07-29T13:45:00.000","2.214309","TELLO  - AUT","HUILA","TELLO","ALTO MAGDALENA","2.960666667","-75.02849722","Velocidad Viento (10 min)","m/s"
"0023025040","0103","2023-07-29T06:20:00.000","1.2","ALBANIA","TOLIMA","MARIQUITA","MEDIO MAGDALENA","5.286","-74.903","Velocidad Viento (10 min)","m/s"
"0023085501","0103","2023-07-29T07:15:00.000","0","COCORNA  - AUT","ANTIOQUIA","COCORNÁ","MEDIO MAGDALENA","6.061941667","-75.18666667","Velocidad Viento (10 min)","m/s"
"0025025240","0103","2023-07-29T04:30:00.000","0.9","MAJAGUAL","BOLIVAR","ACHÍ","BAJO MAGDALENA- CAUCA -SAN JORGE","8.544","-74.543","Velocidad Viento (10 min)","m/s"
"0026165501","0103","2023-07-29T23:20:00.000","0","EL CIPRES  - AUT","CALDAS","SALAMINA","CAUCA","5.433333333","-75.5","Velocidad Viento (10 min)","m/s"
"0026155502","0103","2023-07-29T19:05:00.000","0.121266","CENICAFE  - AUT","CALDAS","MANIZALES","CAUCA","4.991111111","-75.59749722","Velocidad Viento (10 min)","m/s"
"0026165501","0103","2023-07-29T21:05:00.000","2.102513","EL CIPRES  - AUT","CALDAS","SALAMINA","CAUCA","5.433333333","-75.5","Velocidad Viento (10 min)","m/s"
"0035060210","0103","2023-07-29T00:50:00.000","0.5","CLARAVAL","CUNDINAMARCA","JUNÍN","META","4.65","-73.641","Velocidad Viento (10 min)","m/s"
"0023025502","0103","2023-07-29T07:20:00.000","2.192646","ALMACAFE LETRAS  - AUT","CALDAS","MANIZALES","MEDIO MAGDALENA","5.044997222","-75.33221944","Velocidad Viento (10 min)","m/s"
"0026125506","0103","2023-07-29T13:45:00.000","1.102592","EL AGRADO  - AUT","QUINDÍO","MONTENEGRO","CAUCA","4.518333333","-75.7925","Velocidad Viento (10 min)","m/s"
"0026065501","0103","2023-07-29T09:00:00.000","1.620529","JAMUNDI  - AUT","VALLE DEL CAUCA","JAMUNDÍ","CAUCA","3.215580556","-76.68021944","Velocidad Viento (10 min)","m/s"
"0021185501","0103","2023-07-29T22:15:00.000","0.08881485","ROVIRA  - AUT","TOLIMA","ROVIRA","ALTO MAGDALENA","4.266666667","-75.28305556","Velocidad Viento (10 min)","m/s"
"0056015010","0103","2023-07-29T22:50:00.000","0.7","PR CHOCO: PANAMERICANA","CHOCÓ","BAHÍA SOLANO (MUTIS)","PACÍFICO - DIRECTOS","6.223","-77.404","Velocidad Viento (10 min)","m/s"
"0024015501","0103","2023-07-29T05:50:00.000","0","BERTHA  - AUT","BOYACÁ","MONIQUIRÁ","SOGAMOSO","5.882777778","-73.57333056","Velocidad Viento (10 min)","m/s"
"0024035340","0103","2023-07-29T18:40:00.000","1.3","AEROPUERTO A LLERAS C","BOYACÁ","SOGAMOSO","SOGAMOSO","5.677","-72.968","Velocidad Viento (10 min)","m/s"
"0021015502","0103","2023-07-29T22:35:00.000","0","SAN AGUSTIN  - AUT","HUILA","SAN AGUSTÍN","ALTO MAGDALENA","1.851416667","-76.30433056","Velocidad Viento (10 min)","m/s"
"0028025502","0103","2023-07-29T04:20:00.000","3.8","APTO ALFONSO LOPEZ","CESAR","VALLEDUPAR","CESAR","10.436","-73.248","Velocidad Viento (10 min)","m/s"
"0023085501","0103","2023-07-29T10:05:00.000","0.01586432","COCORNA  - AUT","ANTIOQUIA","COCORNÁ","MEDIO MAGDALENA","6.061941667","-75.18666667","Velocidad Viento (10 min)","m/s"
"0032075501","0103","2023-07-29T03:45:00.000","0","LEJANIAS  - AUT","META","LEJANÍAS","GUAVIARE","3.51995","-74.08978611","Velocidad Viento (10 min)","m/s"
"0021035040","0103","2023-07-29T00:00:00.000","1.5","LIBANO EL","HUILA","SUAZA","ALTO MAGDALENA","1.868","-75.828","Velocidad Viento (10 min)","m/s"
"0035095130","0103","2023-07-29T18:20:00.000","1.2","LAGUNA DE LA PLAZA","ARAUCA","SARAVENA","CASANARE","6.362","-72.282","Velocidad Viento (10 min)","m/s"
"0028025502","0103","2023-07-29T20:20:00.000","2.1","APTO ALFONSO LOPEZ","CESAR","VALLEDUPAR","CESAR","10.436","-73.248","Velocidad Viento (10 min)","m/s"
"0026065501","0103","2023-07-29T12:50:00.000","1.196884","JAMUNDI  - AUT","VALLE DEL CAUCA","JAMUNDÍ","CAUCA","3.215580556","-76.68021944","Velocidad Viento (10 min)","m/s"
"0026085501","0103","2023-07-29T09:05:00.000","0","LA CELIA  - AUT","RISARALDA","LA CELIA","CAUCA","5.001330556","-75.998","Velocidad Viento (10 min)","m/s"
"0021185501","0103","2023-07-29T11:20:00.000","2.006898","ROVIRA  - AUT","TOLIMA","ROVIRA","ALTO MAGDALENA","4.266666667","-75.28305556","Velocidad Viento (10 min)","m/s"
"0026145501","0103","2023-07-29T20:45:00.000","8.233481","APIA  - AUT","RISARALDA","APÍA","CAUCA","5.105055556","-75.93305556","Velocidad Viento (10 min)","m/s"
"0026145501","0103","2023-07-29T09:35:00.000","1.511801","APIA  - AUT","RISARALDA","APÍA","CAUCA","5.105055556","-75.93305556","Velocidad Viento (10 min)","m/s"
"0024035340","0103","2023-07-29T19:10:00.000","1.6","AEROPUERTO A LLERAS C","BOYACÁ","SOGAMOSO","SOGAMOSO","5.677","-72.968","Velocidad Viento (10 min)","m/s"
"0021205670","0103","2023-07-29T15:50:00.000","0.5","FLORIDA LA","CUNDINAMARCA","ANOLAIMA","ALTO MAGDALENA","4.771","-74.438","Velocidad Viento (10 min)","m/s"
"0048015050","0103","2023-07-29T15:00:00.000","1.6","AEROPUERTO VASQUEZ COBO","AMAZONAS","LETICIA","AMAZONAS - DIRECTOS","-4.193861111","-69.94091667","Velocidad Viento (10 min)","m/s"
"2201500047","0103","2023-07-29T02:10:00.000","1.6","HERRERA - AUT","TOLIMA","PLANADAS","SALDAÑA","3.284138889","-75.80245","Velocidad Viento (10 min)","m/s"
"0022055020","0103","2023-07-29T02:30:00.000","0.2","MESA DE POLE","TOLIMA","ATACO","SALDAÑA","3.456","-75.536","Velocidad Viento (10 min)","m/s"
"0026155502","0103","2023-07-29T12:30:00.000","1.000171","CENICAFE  - AUT","CALDAS","MANIZALES","CAUCA","4.991111111","-75.59749722","Velocidad Viento (10 min)","m/s"
"0026145504","0103","2023-07-29T11:45:00.000","2.391","OSPIRMA  - AUT","RISARALDA","GUÁTICA","CAUCA","5.325552778","-75.812775","Velocidad Viento (10 min)","m/s"
"0026145501","0103","2023-07-29T03:30:00.000","6.982262","APIA  - AUT","RISARALDA","APÍA","CAUCA","5.105055556","-75.93305556","Velocidad Viento (10 min)","m/s"
"0022025501","0103","2023-07-29T01:15:00.000","0.3214063","ATACO  - AUT","TOLIMA","ATACO","SALDAÑA","3.416666667","-75.63305556","Velocidad Viento (10 min)","m/s"
"0026135502","0103","2023-07-29T03:35:00.000","1.388777","EL JAZMIN  - AUT","RISARALDA","SANTA ROSA DE CABAL","CAUCA","4.911944444","-75.62416389","Velocidad Viento (10 min)","m/s"
"2201500047","0103","2023-07-29T07:10:00.000","1.6","HERRERA - AUT","TOLIMA","PLANADAS","SALDAÑA","3.284138889","-75.80245","Velocidad Viento (10 min)","m/s"
"0026215501","0103","2023-07-29T07:50:00.000","2.528232","CONCORDIA  - AUT","ANTIOQUIA","CONCORDIA","CAUCA","6.042441667","-75.92149722","Velocidad Viento (10 min)","m/s"
"0022045502","0103","2023-07-29T18:40:00.000","0.4431553","EL RUBY  - AUT","TOLIMA","PLANADAS","SALDAÑA","3.95","-75.66666667","Velocidad Viento (10 min)","m/s"
"0032075501","0103","2023-07-29T08:10:00.000","0","LEJANIAS  - AUT","META","LEJANÍAS","GUAVIARE","3.51995","-74.08978611","Velocidad Viento (10 min)","m/s"
"0016015502","0103","2023-07-29T01:20:00.000","0","BLONAY  - AUT","NORTE DE SANTANDER","CHINÁCOTA","CATATUMBO","7.564997222","-72.62110833","Velocidad Viento (10 min)","m/s"
"0025025240","0103","2023-07-29T03:40:00.000","0.7","MAJAGUAL","BOLIVAR","ACHÍ","BAJO MAGDALENA- CAUCA -SAN JORGE","8.544","-74.543","Velocidad Viento (10 min)","m/s"
"0056015010","0103","2023-07-29T18:40:00.000","1.1","PR CHOCO: PANAMERICANA","CHOCÓ","BAHÍA SOLANO (MUTIS)","PACÍFICO - DIRECTOS","6.223","-77.404","Velocidad Viento (10 min)","m/s"
"0035235010","0103","2023-07-29T22:50:00.000","3.9","CARDON EL","BOYACÁ","SOCOTÁ","META","6.012","-72.529","Velocidad Viento (10 min)","m/s"
"0024055501","0103","2023-07-29T18:55:00.000","1.986176","CHUCURI  - AUT","SANTANDER","SAN VICENTE DE CHUCURÍ","SOGAMOSO","6.863566667","-73.38411667","Velocidad Viento (10 min)","m/s"
"0026125061","0103","2023-07-29T15:10:00.000","1","APTO EL EDEN","QUINDÍO","ARMENIA","CAUCA","4.455","-75.766","Velocidad Viento (10 min)","m/s"
"0023025040","0103","2023-07-29T17:00:00.000","4","ALBANIA","TOLIMA","MARIQUITA","MEDIO MAGDALENA","5.286","-74.903","Velocidad Viento (10 min)","m/s"
