"codigoestacion","codigosensor","fechaobservacion","valorobservado","nombreestacion","departamento","municipio","zonahidrografica","latitud","longitud","descripcionsensor","unidadmedida"
"0021185501","0103","2023-07-29T14:00:00.000","1.696813","ROVIRA  - AUT","TOLIMA","ROVIRA","ALTO MAGDALENA","4.266666667","-75.28305556","Velocidad Viento (10 min)","m/s"
"0022070030","0103","2023-07-29T22:40:00.000","0.6","SANTA HELENA","TOLIMA","RONCESVALLES","SALDAÑA","4.125","-75.5","Velocidad Viento (10 min)","m/s"
"0022045502","0103","2023-07-29T12:55:00.000","0.7289849","EL RUBY  - AUT","TOLIMA","PLANADAS","SALDAÑA","3.95","-75.66666667","Velocidad Viento (10 min)","m/s"
"0052055230","0103","2023-07-29T06:10:00.000","0.8","AEROPUERTO SAN LUIS - AUT","NARIÑO","ALDANA","PATÍA","0.857","-77.678","Velocidad Viento (10 min)","m/s"
"0044015501","0103","2023-07-29T04:40:00.000","0.9970257","MOCOA  - AUT","PUTUMAYO","MOCOA","CAQUETÁ","1.084997222","-76.70763889","Velocidad Viento (10 min)","m/s"
"0026125506","0103","2023-07-29T22:35:00.000","1.170537","EL AGRADO  - AUT","QUINDÍO","MONTENEGRO","CAUCA","4.518333333","-75.7925","Velocidad Viento (10 min)","m/s"
"0021165501","0103","2023-07-29T11:55:00.000","7.926434","DOLORES  - AUT","TOLIMA","DOLORES","ALTO MAGDALENA","3.537155556","-74.82982778","Velocidad Viento (10 min)","m/s"
"0011175000","0103","2023-07-29T03:30:00.000","3","PR CHOCO: ATRATO","CHOCÓ","EL ATRATO","ATRATO - DARIÉN","5.529","-76.634","Velocidad Viento (10 min)","m/s"
"0035225030","0103","2023-07-29T03:30:00.000","0.7","PERENCO: MODULOS","CASANARE","OROCUÉ","META","4.91","-71.433","Velocidad Viento (10 min)","m/s"
"0026125502","0103","2023-07-29T16:25:00.000","0.962576","CAICEDONIA  - AUT","VALLE DEL CAUCA","CAICEDONIA","CAUCA","4.297558333","-75.86396111","Velocidad Viento (10 min)","m/s"
"0021065501","0103","2023-07-29T14:30:00.000","0.9844118","JORGE VILLAMIL  - AUT","HUILA","GIGANTE","ALTO MAGDALENA","2.325552778","-75.50972222","Velocidad Viento (10 min)","m/s"
"2201500047","0103","2023-07-29T00:40:00.000","1.3","HERRERA - AUT","TOLIMA","PLANADAS","SALDAÑA","3.284138889","-75.80245","Velocidad Viento (10 min)","m/s"
"0024015503","0103","2023-07-29T03:35:00.000","0","CONFINES  - AUT","SANTANDER","CONFINES","SOGAMOSO","6.373027778","-73.20760833","Velocidad Viento (10 min)","m/s"
"0052015501","0103","2023-07-29T01:40:00.000","1.530477","BALBOA  - AUT","CAUCA","BALBOA","PATÍA","2.125191667","-77.19266667","Velocidad Viento (10 min)","m/s"
"2201500047","0103","2023-07-29T08:20:00.000","1.2","HERRERA - AUT","TOLIMA","PLANADAS","SALDAÑA","3.284138889","-75.80245","Velocidad Viento (10 min)","m/s"
"0053115502","0103","2023-07-29T03:45:00.000","1.576351","JULIO FERNANDEZ  - AUT","VALLE DEL CAUCA","RESTREPO","TAPAJE - DAGUA - DIRECTOS","3.809163889","-76.53305556","Velocidad Viento (10 min)","m/s"
"0021185501","0103","2023-07-29T04:55:00.000","0","ROVIRA  - AUT","TOLIMA","ROVIRA","ALTO MAGDALENA","4.266666667","-75.28305556","Velocidad Viento (10 min)","m/s"
"0021065501","0103","2023-07-29T04:30:00.000","0","JORGE VILLAMIL  - AUT","HUILA","GIGANTE","ALTO MAGDALENA","2.325552778","-75.50972222","Velocidad Viento (10 min)","m/s"
"0026215501","0103","2023-07-29T18:05:00.000","1.528517","CONCORDIA  - AUT","ANTIOQUIA","CONCORDIA","CAUCA","6.042441667","-75.92149722","Velocidad Viento (10 min)","m/s"
"0026135502","0103","2023-07-29T22:55:00.000","0.2474053","EL JAZMIN  - AUT","RISARALDA","SANTA ROSA DE CABAL","CAUCA","4.911944444","-75.62416389","Velocidad Viento (10 min)","m/s"
"0026165501","0103","2023-07-29T01:00:00.000","2.103691","EL CIPRES  - AUT","CALDAS","SALAMINA","CAUCA","5.433333333","-75.5","Velocidad Viento (10 min)","m/s"
"0022025501","0103","2023-07-29T16:30:00.000","1.221644","ATACO  - AUT","TOLIMA","ATACO","SALDAÑA","3.416666667","-75.63305556","Velocidad Viento (10 min)","m/s"
"0026155502","0103","2023-07-29T10:45:00.000","0.8207738","CENICAFE  - AUT","CALDAS","MANIZALES","CAUCA","4.991111111","-75.59749722","Velocidad Viento (10 min)","m/s"
"0021215501","0103","2023-07-29T12:30:00.000","1.228664","ESPERANZA LA  - AUT","TOLIMA","IBAGUÉ","ALTO MAGDALENA","4.45","-75.25","Velocidad Viento (10 min)","m/s"
"0035060210","0103","2023-07-29T13:00:00.000","1.5","CLARAVAL","CUNDINAMARCA","JUNÍN","META","4.65","-73.641","Velocidad Viento (10 min)","m/s"
"0048015050","0103","2023-07-29T12:50:00.000","1.3","AEROPUERTO VASQUEZ COBO","AMAZONAS","LETICIA","AMAZONAS - DIRECTOS","-4.193861111","-69.94091667","Velocidad Viento (10 min)","m/s"
"0021015502","0103","2023-07-29T13:20:00.000","1.783302","SAN AGUSTIN  - AUT","HUILA","SAN AGUSTÍN","ALTO MAGDALENA","1.851416667","-76.30433056","Velocidad Viento (10 min)","m/s"
"0021105050","0103","2023-07-29T08:40:00.000","6.1","ROSALES LOS","HUILA","CAMPOALEGRE","ALTO MAGDALENA","2.603","-75.418","Velocidad Viento (10 min)","m/s"
